train_loss,train_accu,epoch,step,val_loss,val_accu
0.9435486793518066,0.6875,0,49,,
0.9190600514411926,0.71875,0,99,,
0.7003946304321289,0.84375,0,149,,
0.8598307967185974,0.75,0,199,,
0.8750141859054565,0.75,0,249,,
0.8694520592689514,0.8125000596046448,0,299,,
0.5980037450790405,0.90625,0,349,,
0.7438756227493286,0.84375,0,399,,
0.6471003890037537,0.90625,0,449,,
0.5692042112350464,0.9375,0,499,,
0.7576921582221985,0.84375,0,549,,
0.8540096879005432,0.75,0,599,,
0.8470055460929871,0.78125,0,649,,
0.9142822027206421,0.84375,0,699,,
0.6009424924850464,0.875,0,749,,
0.7216858863830566,0.84375,0,799,,
0.9018527865409851,0.71875,0,849,,
0.87049400806427,0.84375,0,899,,
0.6558152437210083,0.8125000596046448,0,949,,
0.9194419980049133,0.6562500596046448,0,999,,
0.7948888540267944,0.8125000596046448,0,1049,,
0.7279537320137024,0.78125,0,1099,,
0.5062379240989685,0.90625,0,1149,,
0.8388445973396301,0.8125000596046448,0,1199,,
0.7546709179878235,0.75,0,1249,,
0.6851530075073242,0.84375,0,1299,,
0.6910191178321838,0.875,0,1349,,
0.4643145799636841,0.9375,0,1399,,
0.5742162466049194,0.875,0,1449,,
0.716686487197876,0.78125,0,1499,,
0.6813664436340332,0.84375,0,1549,,
0.35738199949264526,1.0,0,1599,,
0.5320777893066406,0.9375,0,1649,,
0.5717431902885437,0.84375,0,1699,,
0.4414648711681366,0.90625,0,1749,,
0.608140230178833,0.84375,0,1799,,
0.6331738829612732,0.875,0,1849,,
,,0,1874,0.24006909132003784,0.9311102032661438
0.4046292006969452,0.9687500596046448,1,1924,,
0.674834668636322,0.84375,1,1974,,
0.4219730496406555,0.9375,1,2024,,
0.5627175569534302,0.90625,1,2074,,
0.45402637124061584,0.9375,1,2124,,
0.7039878964424133,0.8125000596046448,1,2174,,
1.0811986923217773,0.75,1,2224,,
0.47975534200668335,0.90625,1,2274,,
0.4882819354534149,0.90625,1,2324,,
0.7262733578681946,0.84375,1,2374,,
0.3879852592945099,0.9375,1,2424,,
0.35532239079475403,0.96875,1,2474,,
0.597710132598877,0.90625,1,2524,,
0.49534058570861816,0.9687500596046448,1,2574,,
0.6308189034461975,0.875,1,2624,,
0.8163219690322876,0.8125000596046448,1,2674,,
0.4025045931339264,0.9375,1,2724,,
0.6075816750526428,0.84375,1,2774,,
0.562375545501709,0.90625,1,2824,,
0.5111444592475891,0.9375,1,2874,,
0.38314443826675415,0.9375,1,2924,,
0.5444321632385254,0.9687500596046448,1,2974,,
0.35883668065071106,0.9687500596046448,1,3024,,
0.6541134715080261,0.9375,1,3074,,
0.5952711701393127,0.90625,1,3124,,
0.7043712735176086,0.78125,1,3174,,
0.4450368285179138,0.9375,1,3224,,
0.4951563775539398,0.84375,1,3274,,
0.8193280696868896,0.875,1,3324,,
0.354766309261322,0.9687500596046448,1,3374,,
0.52143394947052,0.90625,1,3424,,
0.5088105797767639,0.90625,1,3474,,
0.35954391956329346,0.9687500596046448,1,3524,,
0.7005913853645325,0.875,1,3574,,
0.6607324481010437,0.875,1,3624,,
0.4273794889450073,0.90625,1,3674,,
0.7160601019859314,0.84375,1,3724,,
,,1,3749,0.17056074738502502,0.9490814805030823
0.3926381468772888,0.9687500596046448,2,3799,,
0.4632970690727234,0.9375,2,3849,,
0.39356762170791626,0.9687500596046448,2,3899,,
0.2206004559993744,1.0,2,3949,,
0.4736367166042328,0.90625,2,3999,,
0.4027676284313202,0.9375,2,4049,,
0.4614436626434326,0.9687500596046448,2,4099,,
0.5048638582229614,0.9375,2,4149,,
0.5088568925857544,0.90625,2,4199,,
0.6569323539733887,0.90625,2,4249,,
0.5512487888336182,0.875,2,4299,,
0.4029998779296875,0.9375,2,4349,,
0.3362027406692505,0.9687500596046448,2,4399,,
0.38791802525520325,0.9687500596046448,2,4449,,
0.7977116703987122,0.875,2,4499,,
0.5985204577445984,0.8125000596046448,2,4549,,
0.7794368863105774,0.8125000596046448,2,4599,,
0.48784443736076355,0.90625,2,4649,,
0.4293709397315979,0.90625,2,4699,,
0.3666747808456421,1.0,2,4749,,
