train_loss,train_accu,epoch,step,val_loss,val_accu
1.2710180282592773,0.4062500298023224,0,49,,
0.9299039840698242,0.6562500596046448,0,99,,
0.8228428363800049,0.78125,0,149,,
0.9326371550559998,0.71875,0,199,,
0.7924408912658691,0.84375,0,249,,
0.959298849105835,0.6562500596046448,0,299,,
0.9041469693183899,0.71875,0,349,,
0.6581186056137085,0.875,0,399,,
0.7310703992843628,0.84375,0,449,,
0.6638206243515015,0.84375,0,499,,
0.8406633734703064,0.78125,0,549,,
0.5956272482872009,0.875,0,599,,
0.562889575958252,0.90625,0,649,,
0.6340920925140381,0.84375,0,699,,
0.7164432406425476,0.78125,0,749,,
0.7869645953178406,0.8125000596046448,0,799,,
0.7188788056373596,0.71875,0,849,,
0.7586673498153687,0.78125,0,899,,
0.5937094688415527,0.90625,0,949,,
0.8218254446983337,0.75,0,999,,
0.5200598239898682,0.875,0,1049,,
0.8515182733535767,0.78125,0,1099,,
0.6124699711799622,0.875,0,1149,,
0.8391170501708984,0.78125,0,1199,,
0.8594929575920105,0.78125,0,1249,,
0.7476128339767456,0.84375,0,1299,,
0.4602307081222534,0.9375,0,1349,,
0.6641548275947571,0.84375,0,1399,,
0.8019905686378479,0.71875,0,1449,,
0.7026309370994568,0.84375,0,1499,,
0.6704274415969849,0.84375,0,1549,,
0.6854888200759888,0.875,0,1599,,
0.8813455700874329,0.625,0,1649,,
0.7699393630027771,0.75,0,1699,,
0.7328506112098694,0.75,0,1749,,
0.6277068853378296,0.8125000596046448,0,1799,,
0.7890297770500183,0.875,0,1849,,
,,0,1874,0.4578391909599304,0.8373602032661438
0.6085906028747559,0.84375,1,1924,,
0.755693793296814,0.78125,1,1974,,
0.6584731340408325,0.84375,1,2024,,
0.674667477607727,0.78125,1,2074,,
0.6831768155097961,0.8125000596046448,1,2124,,
0.6053328514099121,0.875,1,2174,,
0.5703722834587097,0.875,1,2224,,
0.6207239627838135,0.84375,1,2274,,
0.5538169741630554,0.90625,1,2324,,
0.6744781136512756,0.8125000596046448,1,2374,,
0.7039245963096619,0.84375,1,2424,,
0.6165632605552673,0.9375,1,2474,,
0.7171016931533813,0.84375,1,2524,,
0.5386817455291748,0.84375,1,2574,,
0.6526793837547302,0.84375,1,2624,,
0.551308810710907,0.90625,1,2674,,
0.3907950520515442,0.9687500596046448,1,2724,,
0.7358826398849487,0.78125,1,2774,,
0.5769463181495667,0.875,1,2824,,
0.5494111776351929,0.875,1,2874,,
0.4792725741863251,0.875,1,2924,,
0.7257556915283203,0.78125,1,2974,,
0.6447620987892151,0.8125000596046448,1,3024,,
0.5827102661132812,0.875,1,3074,,
0.5845748782157898,0.875,1,3124,,
0.6080399751663208,0.8125000596046448,1,3174,,
0.760902464389801,0.78125,1,3224,,
0.7969862818717957,0.84375,1,3274,,
0.38961613178253174,0.9375,1,3324,,
0.49359971284866333,0.875,1,3374,,
0.672371506690979,0.84375,1,3424,,
0.4094730317592621,0.9375,1,3474,,
0.5717682838439941,0.90625,1,3524,,
0.6683543920516968,0.8125000596046448,1,3574,,
0.5948746204376221,0.875,1,3624,,
0.6254808902740479,0.8125000596046448,1,3674,,
0.6019571423530579,0.84375,1,3724,,
,,1,3749,0.4206664264202118,0.8458466529846191
0.5121914148330688,0.9375,2,3799,,
0.5105106234550476,0.90625,2,3849,,
