train_loss,train_accu,epoch,step,val_loss,val_accu
1.514918327331543,0.1875,0,3,,
1.5033082962036133,0.15625,0,7,,
1.4782158136367798,0.21875,0,11,,
1.4606499671936035,0.25,0,15,,
1.4886624813079834,0.09375,0,19,,
1.3995287418365479,0.5,0,23,,
1.3888094425201416,0.4062500298023224,0,27,,
1.3521132469177246,0.3125,0,31,,
1.3215932846069336,0.34375,0,35,,
1.328930377960205,0.375,0,39,,
1.288714051246643,0.5,0,43,,
1.2383878231048584,0.5,0,47,,
1.2271606922149658,0.375,0,51,,
1.20429265499115,0.4062500298023224,0,55,,
1.092698574066162,0.6562500596046448,0,59,,
1.0850684642791748,0.5625,0,63,,
1.0925195217132568,0.4375,0,67,,
1.114249587059021,0.5625,0,71,,
0.9393956661224365,0.78125,0,75,,
1.1114822626113892,0.59375,0,79,,
1.069085955619812,0.625,0,83,,
1.0140230655670166,0.625,0,87,,
0.9179518818855286,0.78125,0,91,,
0.9604555368423462,0.6875,0,95,,
0.8764565587043762,0.75,0,99,,
1.0665342807769775,0.53125,0,103,,
0.9520348906517029,0.625,0,107,,
0.9504939317703247,0.6562500596046448,0,111,,
0.9377659559249878,0.6875,0,115,,
1.0406060218811035,0.6875,0,119,,
0.9554215669631958,0.6562500596046448,0,123,,
0.9923366904258728,0.5625,0,127,,
0.7861127853393555,0.8125000596046448,0,131,,
0.8929036259651184,0.6875,0,135,,
0.8267465829849243,0.6875,0,139,,
0.8830246925354004,0.75,0,143,,
0.9500235915184021,0.6562500596046448,0,147,,
0.8704882264137268,0.6875,0,151,,
0.8947579264640808,0.6875,0,155,,
0.9602681398391724,0.59375,0,159,,
0.8532368540763855,0.6875,0,163,,
0.908193826675415,0.78125,0,167,,
0.7930536866188049,0.6562500596046448,0,171,,
1.1031428575515747,0.5625,0,175,,
0.8219220042228699,0.7812500596046448,0,179,,
0.7260065674781799,0.75,0,183,,
0.9389235377311707,0.6562500596046448,0,187,,
0.8144034147262573,0.8125000596046448,0,191,,
0.6680793166160583,0.90625,0,195,,
0.9189326763153076,0.6562500596046448,0,199,,
0.7941398620605469,0.75,0,203,,
0.8043321967124939,0.84375,0,207,,
0.9208941459655762,0.6875,0,211,,
0.8211135864257812,0.6875,0,215,,
0.7673711776733398,0.75,0,219,,
0.9138872027397156,0.78125,0,223,,
1.04367995262146,0.53125,0,227,,
0.7748098969459534,0.84375,0,231,,
0.693851113319397,0.90625,0,235,,
0.8183082938194275,0.71875,0,239,,
0.8451836705207825,0.75,0,243,,
0.8339446187019348,0.71875,0,247,,
0.7744897603988647,0.78125,0,251,,
0.9358588457107544,0.59375,0,255,,
0.5687713027000427,0.875,0,259,,
0.8319911360740662,0.8125000596046448,0,263,,
0.7361193299293518,0.84375,0,267,,
0.7986587882041931,0.78125,0,271,,
0.7606863975524902,0.75,0,275,,
0.7524141669273376,0.75,0,279,,
1.0301718711853027,0.625,0,283,,
0.8461349606513977,0.75,0,287,,
0.9749463200569153,0.5625,0,291,,
0.9582982063293457,0.6562500596046448,0,295,,
0.8006070852279663,0.75,0,299,,
0.8219416737556458,0.6875,0,303,,
0.7537826895713806,0.875,0,307,,
0.6852784752845764,0.84375,0,311,,
0.7921773791313171,0.71875,0,315,,
0.8114637136459351,0.84375,0,319,,
0.7057570815086365,0.78125,0,323,,
0.7552521228790283,0.78125,0,327,,
0.7995631694793701,0.75,0,331,,
0.7810870409011841,0.75,0,335,,
0.7034009695053101,0.84375,0,339,,
0.7723894715309143,0.8125000596046448,0,343,,
0.9791554808616638,0.75,0,347,,
0.7323662042617798,0.875,0,351,,
0.5997728705406189,0.875,0,355,,
0.6566508412361145,0.90625,0,359,,
0.9786993265151978,0.625,0,363,,
0.5951613187789917,0.90625,0,367,,
0.841086745262146,0.75,0,371,,
,,0,374,0.6529037952423096,0.7698681950569153
0.5449293851852417,0.90625,0,375,,
0.8002824187278748,0.8125000596046448,0,379,,
0.7256441712379456,0.78125,0,383,,
0.5618249773979187,0.9375,0,387,,
0.7014043927192688,0.8125000596046448,0,391,,
0.7783982753753662,0.78125,0,395,,
0.8544929027557373,0.84375,0,399,,
0.8515267372131348,0.6875,0,403,,
0.7106403112411499,0.875,0,407,,
0.8113735914230347,0.75,0,411,,
0.6270060539245605,0.875,0,415,,
0.7936404347419739,0.78125,0,419,,
0.6806240677833557,0.875,0,423,,
0.7405771613121033,0.78125,0,427,,
0.71274733543396,0.875,0,431,,
0.7897478938102722,0.75,0,435,,
0.7517025470733643,0.78125,0,439,,
0.7639259099960327,0.78125,0,443,,
0.7598432302474976,0.78125,0,447,,
0.8008213639259338,0.78125,0,451,,
0.7350351214408875,0.84375,0,455,,
0.634685754776001,0.90625,0,459,,
0.7259142994880676,0.78125,0,463,,
0.782025933265686,0.78125,0,467,,
0.8345521092414856,0.75,0,471,,
0.9264976382255554,0.6875,0,475,,
0.7332902550697327,0.84375,0,479,,
0.5814332365989685,0.9375,0,483,,
0.6962293982505798,0.78125,0,487,,
0.8064419031143188,0.7812500596046448,0,491,,
0.6778022646903992,0.875,0,495,,
0.7425101399421692,0.875,0,499,,
0.8485732674598694,0.75,0,503,,
0.6278300285339355,0.9375,0,507,,
0.7104135155677795,0.875,0,511,,
0.759179413318634,0.6875,0,515,,
0.6146681904792786,0.90625,0,519,,
0.9180943965911865,0.78125,0,523,,
0.7702411413192749,0.75,0,527,,
0.5807379484176636,0.90625,0,531,,
0.6913841366767883,0.8125000596046448,0,535,,
0.6509145498275757,0.75,0,539,,
0.72283935546875,0.75,0,543,,
0.5483462810516357,0.875,0,547,,
0.7437150478363037,0.75,0,551,,
0.9195868372917175,0.8125,0,555,,
0.5978395342826843,0.90625,0,559,,
0.6236469745635986,0.90625,0,563,,
0.7986018657684326,0.75,0,567,,
0.7140632271766663,0.78125,0,571,,
0.978848397731781,0.59375,0,575,,
0.7543760538101196,0.875,0,579,,
0.7529832720756531,0.78125,0,583,,
0.7246524691581726,0.875,0,587,,
0.8914867639541626,0.71875,0,591,,
0.5896795988082886,0.875,0,595,,
0.6505546569824219,0.84375,0,599,,
0.7692871689796448,0.75,0,603,,
0.5773820877075195,0.875,0,607,,
0.645214319229126,0.8125000596046448,0,611,,
0.7492942214012146,0.78125,0,615,,
0.879930317401886,0.8125000596046448,0,619,,
0.782207190990448,0.8125000596046448,0,623,,
0.6833305954933167,0.875,0,627,,
0.7152050733566284,0.8125000596046448,0,631,,
0.907813549041748,0.78125,0,635,,
0.5772896409034729,0.875,0,639,,
0.7371488809585571,0.78125,0,643,,
0.6140038967132568,0.84375,0,647,,
0.5879404544830322,0.84375,0,651,,
0.7341605424880981,0.84375,0,655,,
0.8839055299758911,0.625,0,659,,
0.7715471982955933,0.75,0,663,,
0.5088332295417786,0.90625,0,667,,
0.8284346461296082,0.71875,0,671,,
0.7275764346122742,0.875,0,675,,
1.0106000900268555,0.59375,0,679,,
0.7759444117546082,0.75,0,683,,
0.6114059686660767,0.875,0,687,,
0.8204479217529297,0.875,0,691,,
0.633175790309906,0.90625,0,695,,
0.733660876750946,0.78125,0,699,,
0.9503158926963806,0.6562500596046448,0,703,,
0.5894688963890076,0.90625,0,707,,
0.8412860631942749,0.6875,0,711,,
0.9238060116767883,0.6875,0,715,,
0.5427223443984985,0.90625,0,719,,
0.6204662322998047,0.84375,0,723,,
0.8197225332260132,0.6875,0,727,,
0.7372550964355469,0.75,0,731,,
0.5511274933815002,0.90625,0,735,,
0.7714710235595703,0.8125000596046448,0,739,,
0.7362870573997498,0.78125,0,743,,
0.683614194393158,0.84375,0,747,,
,,0,749,0.5570220351219177,0.8017172813415527
0.7302984595298767,0.84375,0,751,,
0.6134376525878906,0.90625,0,755,,
0.715528130531311,0.8125000596046448,0,759,,
0.6407354474067688,0.8125000596046448,0,763,,
0.9677978157997131,0.6562500596046448,0,767,,
0.7740815877914429,0.8125000596046448,0,771,,
0.5685919523239136,0.90625,0,775,,
0.5325283408164978,0.90625,0,779,,
0.5977827310562134,0.90625,0,783,,
0.5593038201332092,0.9375,0,787,,
0.7960304021835327,0.75,0,791,,
0.7869908809661865,0.8125000596046448,0,795,,
0.4445287883281708,0.9687500596046448,0,799,,
0.5545750260353088,0.9375,0,803,,
0.8353574872016907,0.75,0,807,,
0.8482999205589294,0.75,0,811,,
0.6191800832748413,0.8125000596046448,0,815,,
0.8089093565940857,0.78125,0,819,,
0.3953273594379425,1.0,0,823,,
0.9099408388137817,0.71875,0,827,,
0.6779509782791138,0.84375,0,831,,
0.8719525337219238,0.75,0,835,,
0.6528141498565674,0.84375,0,839,,
0.5739419460296631,0.90625,0,843,,
0.7034278512001038,0.84375,0,847,,
0.6441526412963867,0.84375,0,851,,
0.5481951236724854,0.9375,0,855,,
0.8153793811798096,0.78125,0,859,,
0.8357079029083252,0.71875,0,863,,
0.6754860281944275,0.84375,0,867,,
0.8706154823303223,0.78125,0,871,,
0.5879009366035461,0.84375,0,875,,
0.5812975764274597,0.8125000596046448,0,879,,
0.5888879895210266,0.875,0,883,,
0.7320852875709534,0.84375,0,887,,
0.8321245312690735,0.8125000596046448,0,891,,
0.8518996238708496,0.8125000596046448,0,895,,
0.5789545774459839,0.875,0,899,,
0.7076407670974731,0.875,0,903,,
0.5440592169761658,0.90625,0,907,,
0.5380519032478333,0.90625,0,911,,
0.8971258997917175,0.625,0,915,,
0.8040045499801636,0.8125000596046448,0,919,,
0.6994373202323914,0.8125000596046448,0,923,,
0.5451034903526306,0.90625,0,927,,
0.8943408131599426,0.75,0,931,,
0.7886403203010559,0.78125,0,935,,
0.5936942100524902,0.84375,0,939,,
0.7346228361129761,0.75,0,943,,
0.7584642171859741,0.78125,0,947,,
0.5732316970825195,0.90625,0,951,,
0.8141137361526489,0.78125,0,955,,
0.5454375147819519,0.875,0,959,,
0.589594841003418,0.875,0,963,,
0.6583707332611084,0.875,0,967,,
0.7900910973548889,0.71875,0,971,,
0.5811434388160706,0.84375,0,975,,
